type,detail,comment,raw_code,label
Deprecated code should be removed,Do not forget to remove this deprecated code someday.,"This API currently returns a String. please keep the return type the same, we can change the types in the new APIs that you have added.","  public List<Map<String, String>> getServerToSegmentsMapDeprecated2(",0
Constant names should comply with a naming convention,Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.,"Changes the ordinal of ConfigPhysicalPlanType, may produce serialize problem","  OfferRegionMaintainTasks,",0
Field names should comply with a naming convention,"Rename this field ""_values"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",Make it a map to accelerate the lookup?,  private final String[] _values;,0
"Non-primitive fields should not be ""volatile""","Use an ""AtomicReferenceArray"" instead.","Volatile applies only to reading the array pointer, but not to accessing the elements of the array. Is that OK?

It might be. The value of `waitFor` is only changed in `updateWaitFor` method. The elements of that array are obtained from `HoldInstance.getTask()` which reads them from a `cookie` field. The values of the field are however poly(or even mega)-morphic. The most common `Task` in there is going to be `FolderInstance` representing a subfolder.  `FolderInstance.waitFinished()` is accessing:
- `err` - let's make it `final`
- `container` - let's make it `final` too
- `recognizingTask` - indirectly via `checkRecognizingStarted` method - that field is guarded by `synchronize(this)`
- `creationTask` - shouldn't this field be `volatile` or guarded by `synchronize(this)` as well?
- `waitFor` - addressed by this change

it's a mess. I am sorry, obviously (there is some `synchronized` used) I had tried in the past, but not enough...",    private volatile Task[] waitFor;,1
Unused method parameters should be removed,"Remove this unused method parameter ""kafkaMetadata"".","I'd rename this to `getPartitionCount`
",  private static int getNPartitions(KafkaStreamMetadata kafkaMetadata) {,0
Hard-coded credentials are security-sensitive,Remove this hard-coded password.,use `Connection conn = EnvFactory.getEnv().getConnection()`,"            DriverManager.getConnection(""jdbc:iotdb://127.0.0.1:6667/"", ""root"", ""root"");",1
Utility classes should not have public constructors,Add a private constructor to hide the implicit public one.,package private?,public class GoogleContactsConstants {,1
Anonymous inner classes containing only one method should become lambdas,Make this anonymous inner class a lambda (sonar.java.source not set. Assuming 8 or greater.),Just a personal preference - this comparison could be written using lambda function which looks more compact.,"          jiraIssues = StreamSupport.stream(issues.spliterator(), false).sorted(new Comparator<Issue>() {",1
String literals should not be duplicated,"Define a constant instead of duplicating this literal ""dateToCheckInMS"" 6 times.","Remember to come back to this line and decide whether start and end should be exclusive or inclusive, respectively.","    Predicate timePredicate = Predicate.AND(Predicate.GT(""dateToCheckInMS"", startTime), Predicate.LT(""dateToCheckInMS"", endTime));",0
Deprecated elements should have both the annotation and the Javadoc tag,Add the missing @deprecated Javadoc tag.,nextId is a not used variable which can be removed.,    private AtomicLong nextId = new AtomicLong(NEXT_ID_INIT_VALUE);,0
Local variables should not be declared and then immediately returned or thrown,"Immediately return this expression instead of assigning it to the temporary variable ""newLeaderNode"".",TODO replace `findAny()` by select the low load node?,        regionReplicaNodes.stream().filter(e -> !e.equals(tDataNodeLocation)).findAny();,0
Methods should not be empty,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",This can be removed once we have the base class init,"  public void init(Configuration configuration, TableConfig tableConfig, ZkHelixPropertyStore<ZNRecord> propertyStore, BrokerMetrics brokerMetrics) {",1
Methods should not be empty,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",do these need a `@Override`?,  public void onStart(final PathAlterationObserver observer) {,0
"Fields in a ""Serializable"" class should either be transient or serializable","Make ""pageMemory"" transient or serializable.","Segment class is inner, so you can just use `PersistentPageMemory.this`",        private final PersistentPageMemory pageMemory;,0
Delivering code in production with debug features activated is security-sensitive,Make sure this debug feature is deactivated before delivering the code in production.,Can we put this as `LOGGER.error`?,          e.printStackTrace();,1
String literals should not be duplicated,"Define a constant instead of duplicating this literal ""Unable to read the footer of the avro file: "" 3 times.",Wrong file type here,"      throw new RuntimeException(""Unable to read the footer of the avro file: "" +",0
Method names should comply with a naming convention,Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,  public boolean isEnableHttps() {,  public boolean isEnable_https() {,1
Unused method parameters should be removed,"Remove this unused method parameter ""orderingVal"".",would all existing payloads be forced to implement this new constructor?,"  public HoodieMetadataPayload(GenericRecord record, Comparable<?> orderingVal) {",0
Field names should comply with a naming convention,"Rename this field ""_argument"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",Let's put the member variables in front of the methods,  private TransformFunction _argument;,0
"Track uses of ""FIXME"" tags",Take the required action to fix the issue indicated by this comment.,"On this note, can you add some comments on GenericRow as to how MULTIPLE_RECORDS_KEY is used for (in GenericRow class) and also document it in the decoders description in the documentation? It seems to be used only in test files now, and there is no doc on what it means. Thanks.

It looks like the MULTIPLE stuff is a decoder feature. So, when you add a FIXME like this, does this mean that the decoders using multiple recorsd key will break? Or, will they simply not be able to use filters? When is this planned to be fixed? Is this just an interim state from which we should take care not to cut a release? Is this work in progress?",                // FIXME: MULTIPLE_RECORDS_KEY is not handled here,1
"The diamond operator (""<>"") should be used","Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)","Is a thread local really necessary to trigger this?
",      private static final ThreadLocal<Boolean> recursiveCall = new ThreadLocal<Boolean>();,0
Unnecessary imports should be removed,Remove this unused import 'org.apache.ignite.internal.processors.metric.MetricRegistry'.,Unused import,import org.apache.ignite.internal.processors.metric.MetricRegistry;,1
Raw types should not be used,Provide the parametrized type for this generic.,let's add a comment on what these two maps hold.,"    private static final Map<Pair<Class, Boolean>, Schema> SCHEMA_CACHE = new ConcurrentHashMap<>();",0
"""public static"" fields should be constant","Make this ""public static LOG_BODY_TYPE"" field final",Why use `int` rather than `Enum`?,            public static int LOG_BODY_TYPE = 2;,0
Delivering code in production with debug features activated is security-sensitive,Make sure this debug feature is deactivated before delivering the code in production.,Maybe the test should be failed here.,      e.printStackTrace();,0
